author,author_type,bake_time,calories,carb,carb_u,difficulty,dish_description,dish_name,fat,fat_u,image_count,ingredient_list,ingredient_quantity,ingredient_unit,prep_time,protein,protein_u,rating,rest_time,reviews_for_rating,servings,total_steps,user_likes,utensils,total_time
fatima sameena sharif,Community Member,0,310.0,25.0,g,Easy,"Peshawari Karahi is a specialty of Peshawar, Pakistan. It is one of the top favorite meals of my family.  I first ate this karahi at a restaurant in Karachi. I was in love with the aroma, the taste—it was a treat for the tongue.",Peshawari Chicken Karahi,7.0,g,57,"['chicken breasts (boneless)', 'onion', 'garlic', 'ginger', 'tomatoes', 'black peppercorn', 'coriander seed', 'cumin seed', 'chili flakes', 'salt', 'yogurt', 'unsalted butter', 'garam masala', 'lemon', 'cilantro', 'naan bread (for serving)']","['500.0', '1.0', '2.0', '15.0', '2.0', '1.0', '1.0', '1.0', '1.5', '1.5', '4.0', '2.0', '1.0', '1.0', '10.0', '0.0']","['g', 'cloves', 'g', 'tsp', 'tsp', 'tsp', 'tsp', 'tsp', 'tbsp', 'tbsp', 'tsp', 'g', '', '', '', '']",30,35.0,g,4.5,0,49.0,4,4.0,7890,"['cutting board', 'knife', 'mortar and pestle', 'wok', 'cooking spoon', 'citrus press']",30
Sophie Bruxner-Randall,Community Member,40,,,,Easy,"This is my favourite comfort food. People often think dahl is really complicated but this one isn’t! All the ingredients go straight in one pan, and you just let it cook and absorb all of the flavours! Enjoy!",Red lentil coconut Dahl,,,1,"['red lentils', 'onion', 'garlic', 'tomatoes', 'coconut milk', 'vegetable broth', 'ground cumin', 'smoked paprika powder', 'curry powder', 'chili powder', 'coconut yogurt', 'chili sauce', 'chili flakes (for serving)', 'parsley']","['140', '1', '2', '2', '400', '100', '0.5', '0.5', '0.5', '0.5', '3', '2', '1', '1']","['g', 'cloves', 'ml', 'tsp', 'tsp', 'tsp', 'tsp', 'tbsp', 'tbsp', 'tsp', 'pinch', '', '', '']",5,,,5.0,0,4.0,2,6.0,230,"['knife', 'cutting board', 'frying pan', 'spatula', 'bowl']",45
Sophie Bruxner-Randall,Community Member,20,,,,Medium,This is one of my favourite ways to eat Thai food because it’s quick and easy.,Green Thai curry soup with rice noodles,,,0,"['spring onion', 'garlic', 'chili', 'ginger', 'red bell pepper', 'green Thai curry paste', 'tinned coconut milk', 'shiitake mushrooms', 'fresh coriander', 'rice noodles', 'lime']","['2', '2', '1', '2', '1', '2', '400', '100', '4', '100', '1']","['cloves', 'tsp', 'tbsp', 'ml', 'g', 'pinches', 'g', '', '', '', '']",10,,,0.0,0,,2,5.0,220,,30
JS KITCHEN,Community Member,15,,,,Easy,,Instant Suji Garlic Dhokla,,,0,"['garlic', 'semolina', 'yogurt', 'salt', 'sugar', 'chili powder', 'baking powder', 'oil (for garnish)', 'mustard seed (for garnish)', 'sesame seed (for garnish)', 'curry leave (for garnish)']","['15.0', '1.5', '1.0', '1.0', '1.0', '2.0', '3.0', '0.0', '0.0', '0.0', '0.0']","['cloves', 'cups', 'cup', 'pinch', 'pinch', 'tbsp', 'tbsp', '', '', '', '']",30,,,0.0,2,,4,4.0,12,"['bowl', 'hand mixer with dough hook', 'steamer', 'plate', 'sauté pan']",47
Harvey Fretwell,Community Member,30,,,,Easy,,"Creamy chicken, bacon and basil pasta",,,0,"['olive oil', 'chicken thighs', 'bacon', 'garlic', 'double cream', 'pasta', 'basil', 'cheddar cheese (grated)']","['3', '4', '5', '2', '300', '450', '4', '200']","['tbsp', 'cloves', 'ml', 'g', 'sprigs', 'g', '', '']",30,,,0.0,0,,4,5.0,36,"['saucepan', 'colander', 'frying pan']",60
Samyukta Manoj,Community Member,0,,,,Medium,"This my all time favorite dish and It goes well with Butter/Garlic Naan, Chapati or Roti.",Paneer Butter Masala,,,1,"['paneer cheese', 'onion', 'tomatoes', 'cashews', 'green chilis', 'ginger', 'garlic', 'cinnamon stick', 'cloves', 'bay leaf', 'cardamom pods', 'turmeric', 'chili powder', 'ground coriander', 'garam masala', 'cumin seed', 'ghee', 'Kasuri methi/Dry fenugreek leaves', 'cream', 'salt (According to taste) ', 'sugar', 'butter (for frying)']","['250.0', '1.0', '3.0', '8.0', '2.0', '1.0', '4.0', '1.0', '4.0', '1.0', '2.0', '0.5', '1.0', '1.0', '1.0', '1.0', '2.0', '1.0', '3.0', '1.0', '1.0', '0.0']","['g', 'tbsp', 'cloves', 'tsp', 'tsp', 'tsp', 'tsp', 'tsp', 'tbsp', 'tsp', 'tbsp', 'tbsp', 'tsp', '', '', '', '', '', '', '', '', '']",30,,,5.0,0,2.0,2,11.0,22,"['2 woks', 'blender', 'frying pan']",30
lily,Community Member,0,,,,Medium,,Creamy Lemon Chicken,,,0,"['chicken breast', 'lemon', 'chicken stock', 'whole milk', 'flour', 'salt', 'pepper', 'olive oil']","['1', '1', '0.5', '1', '1', '1', '1', '2']","['lb', 'cup', 'cup', 'tbsp', 'pinch', 'pinch', 'tbsp', '']",20,,,0.0,0,,4,4.0,8,"['knife', 'meat tenderizer']",20
Heona,Community Member,0,,,,Medium,"This is my favorite food you can make this all the time, has really simple ingredients. You can’t never go wrong with chicken and pepper with tomato sauce over rice and it always tastes amazing, try make it once and you will wonder where has this meal been all your life.",Chicken and pepper with tomato sauce over rice,,,0,"['rice', 'chicken steak', 'pepper', 'tomato', 'chicken stock powder', 'water', 'honey', 'tomato sauce', 'chili flakes', 'salt', 'Vegeta', 'olive oil', 'water']","['0.75', '1.0', '1.0', '0.5', '1.0', '0.5', '1.0', '1.0', '1.0', '2.0', '0.0', '0.0', '0.0']","['cup', 'tsp', 'cup', 'tsp', 'tbsp', 'pinch', 'cups', '', '', '', '', '', '']",15,,,0.0,0,,2,8.0,7,"['pot', '2 cutting boards', '2 knives', 'frying pan', 'wooden spoon', 'food grinder']",15
Jasleen Singh,Community Member,10,,,,Easy,"Perfect, light salad, well balanced for any time of year! Feel free to change up the garnishing seeds with nuts. Also, if you don’t have ginger infused maple syrup, use regular maple syrup and add 1 TBSP ginger paste.",Ginger Maple Salmon with Citrus Kale Salad,,,0,"['kale', 'oranges', 'lemon juice', 'dried cranberry', 'pumpkin seed', 'extra-virgin olive oil', 'flaky sea salt', 'pepper', 'salmon fillets', 'orange juice from half orange', 'Sriracha', 'Ginger maple syrup', 'sesame stick', 'goat cheese']","['1.0', '2.5', '2.0', '0.3333333333333333', '0.25', '4.0', '4.0', '0.5', '1.0', '2.0', '0.25', '6.0', '0.0', '0.0']","['package', 'tbsp', 'cup', 'cup', 'tbsp', 'tbsp', 'tbsp', 'cup', 'tbsp', '', '', '', '', '']",15,,,4.0,0,1.0,2,6.0,23,"['Mixing bowl or ziplock bag', 'Mixing bowl', 'salad servers']",25
Callum Wadek,Community Member,45,,,,Easy,,Sri Lankan Chicken Curry,,,0,"['chicken breasts', 'canola oil (for frying)', 'fenugreek seeds (optional)', 'curry leaves', 'onions', 'garlic (grated)', 'ginger (grated)', 'turmeric', 'chili powder', 'ground coriander', 'ground cumin', 'ground fennel', 'paprika', 'salt', 'vinegar', 'canned crushed tomatoes', 'cardamom pods', 'cinnamon stick', 'lemongrass', 'coconut milk', 'rice']","['700', '1.5', '0.25', '10', '2', '2.5', '2', '1', '1', '1', '1', '0.5', '2', '2', '2', '400', '6', '1', '1', '250', '500']","['g', 'tbsp', 'tsp', 'leaves', 'tsp', 'tsp', 'tsp', 'tsp', 'tbsp', 'tsp', 'tsp', 'tsp', 'tsp', 'tbsp', 'g', 'stalk', 'ml', 'ml', '', '', '']",30,,,0.0,0,,4,6.0,2,"['cooking spoon', 'nonstick pan', 'pot']",75
La Petite Nyonya,Community Member,1,,,,Medium,,Tuna Pasta with Green Tomatoes and Mushrooms,,,0,"['spaghetti', 'garlic', 'onions', 'button mushrooms', 'diced red tomato', 'diced green tomato', 'chopped green tomato', 'canned tuna', 'olive oil', 'salt', 'dried Italian herb', 'black peppercorn', 'chili flakes']","['200.0', '2.0', '21.0', '85.0', '43.0', '85.0', '1.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['g', 'cloves', 'g', 'g', 'g', 'g', '', '', '', '', '', '', '']",20,,,0.0,0,,2,4.0,9,,21
Yogesh Satish Kantak,Community Member,60,,,,Easy,,SOY AND HONEY GLAZED CHICKEN LEGS.,,,1,"['chicken leg', 'olive oil', 'low-sodium soy sauce 1/2 Cup', '1/4 cup ketchup', '1/2 cup honey', '1/4 cup dark brown sugar', '1-2 garlic cloves', ' minced', '1/2 teaspoon pepper', ' more as desired', 'Fresh parsley for garnish (optional)']","['1.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['tbsp', '', '', '', '', '', '', '', '']",10,,,4.0,0,1.0,3,,22,,70
Alex Diaz,Community Member,0,,,,Easy,,Mom’s Chicken Tinga,,,0,"['Shredded chicken', 'White onion (slices)', 'chipotle chili in adobo', 'tomato paste', 'Chicken bouillon', 'garlic powder', 'dried oregano', 'oil']","['3', '1', '2', '0.5', '0.5', '0.25', '1', '1']","['cups', 'cup', 'tsp', 'tsp', 'tsp', 'tbsp', '', '']",40,,,0.0,0,,4,5.0,4,['food processor'],40
Gavin Wallace,Community Member,31,,,,Easy,Tried this from an online recipe and just wanted to write it down! I loved it.,Oven Baked Breaded Chicken,,,0,"['chicken breasts', 'mayonnaise', 'Seasoned Salt', 'smoked paprika powder', 'garlic powder', 'panko breadcrumbs', 'Parmesan cheese', 'nonstick cooking spray']","['6.0', '0.5', '0.5', '0.5', '0.5', '0.75', '0.3333333333333333', '0.0']","['cup', 'tsp', 'tsp', 'tsp', 'cup', 'cup', '', '']",5,,,5.0,1,1.0,2,4.0,7,,37
Gary Pollard,Community Member,10,,,,Easy,A quick and easy kind-of curry that tastes incredible and takes no time to cook.,Spicy Beef with Charred Cauliflower & Cauliflower Rice,,,0,"['minced beef', 'rendang curry powder', 'cauliflower', 'coconut milk', 'mint leaves', 'olive oil']","['500.0', '1.0', '1.0', '400.0', '12.0', '0.0']","['g', 'tbsp', 'g', '', '', '']",10,,,0.0,0,,2,10.0,5,"['frying pan', 'food processor', 'microwave-safe bowl', 'microwave']",20
Joanna Tan,Community Member,0,,,,Easy,,Chicken Quesadillas,,,0,"['chicken thighs', 'light soy sauce', 'mirin', 'garlic cloves', ' chopped', 'ginger', ' sliced', 'cheese', ' grated', 'wholemeal wraps']","['2', '2', '2', '2', '15', '200', '5']","['tbsp', 'tbsp', 'g', 'g', '', '', '']",40,,,0.0,0,,3,5.0,31,,40
Cassie Guymon,Community Member,45,,,,Easy,Original recipe came from my mom’s QVC Cookbook and I’ve been making it for about 15 or more years. I’ve adapted it later in life when I became gluten intolerant. ,Chicken Pot Pie (GF Option),,,0,"['mixed vegetables (frozen)', 'Cooked chicken (shredded)', '2 cans cream of potato', 'Pie crust (GF or normal) ', 'egg', 'salt', 'pepper', 'thyme', 'GF cream of chicken & a diced potato (optional) ', 'milk']","['12', '1', '10', '4', '1', '2', '2', '1', '2', '0.25']","['oz', 'cup', 'oz', 'tsp', 'tsp', 'tbsp', 'cup', '', '', '']",30,,,0.0,5,,6,6.0,8,['pastry brush'],80
CBL Wasdwasd,Community Member,15,,,,Easy,,Chicken napoli,,,0,"['chicken breasts', 'egg', 'Parmesan cheese', 'salt', 'pepper', 'cayenne pepper']","['2', '1', '50', '1', '1', '1']","['g', 'tsp', 'tsp', 'tsp', '', '']",10,,,0.0,0,,2,4.0,2,,25
Craig Tyler,Community Member,30,,,,Easy,,Chicken Curry,,,0,"['sunflower oil', 'onion', 'garlic', 'ginger paste', 'chicken breast', 'tikka paste', 'chopped tomatoes', 'full-fat Greek yogurt', 'coriander leaves', 'ground almonds', 'potatoes']","['4', '1', '4', '1', '1', '6', '800', '200', '1', '100', '4']","['tbsp', 'cloves', 'tbsp', 'kg', 'tbsp', 'g', 'g', 'bag', 'g', '', '']",30,,,0.0,0,,4,6.0,3,,60
Kat,Community Member,0,,,,Medium,"There is nothing like homemade pasta. This recipe is great for rainy weekends, or sunny weekends, or any day, really. Even though it takes longer than just using store bought pasta, it is totally worth it! This recipe only takes a few ingredients easily found at home. Hope you enjoy it as much as I do! If you try it, let me know in the comments, and ask any questions there as well. I’ll make my best to answer! Espero que lo disfrutes! (that’s how you say I hope you enjoy this in Spanish)",Homemade Alfredo Pasta,,,0,"['flour', 'eggs', 'flour (for dusting)', 'water', ' if needed', 'butter', 'flour (for sauce)', 'dried basil', 'dried oregano', 'chili flakes (optional)', 'salt', ' to taste', 'garlic pepper', ' to taste']","['600.0', '6.0', '2.0', '3.0', '0.5', '0.5', '0.0', '0.0', '0.0', '0.0', '0.0']","['g', 'tbsp', 'tbsp', 'tsp', 'tsp', '', '', '', '', '', '']",75,,,0.0,30,,6,20.0,5,,105
Maria Mashaeva,Community Member,0,,,,Easy,,Vegan Zucchini Pasta,,,0,"['zucchini', 'avocado', 'parsley', 'garlic', 'hemp seeds', 'flaxseed', 'basil', 'nutritional yeast', 'lemon juice', 'chopped walnuts']","['1', '0.5', '1', '1', '1', '1', '1', '1', '50', '50']","['clove', 'tbsp', 'tsp', 'tbsp', 'ml', 'g', '', '', '', '']",7,,,0.0,0,,2,3.0,6,,7
Hannah,Community Member,15,,,,Easy,This recipe is great for all year round and is perfect for kids as they can help to make it and customise theirs to their taste ,Lemon and herb chicken flatbread,,,0,"['chicken breasts', 'olive oil', 'lemon juice', 'lemon zest', 'garlic', 'dried thyme', 'rosemary', 'dried oregano', 'salt', 'pepper', 'natural yogurt', 'baking powder', 'Self raising flour']","['4', '60', '60', '1', '3', '1', '2', '1', '1', '1', '300', '1', '300']","['ml', 'ml', 'cloves', 'tsp', 'tsp', 'tsp', 'tsp', 'tsp', 'g', 'tsp', 'g', '', '']",30,,,0.0,30,,4,6.0,1,"['knife', '2 bowls']",75
Ege Ulgen,Community Member,1,,,,Medium,Hollandaise sauce for your eggs:),Hollandaise Souce,,,0,"['egg yolks', 'lemon juice', 'butter', 'chili powder', 'salt']","['2', '0.5', '114', '1', '1']","['tbsp', 'g', 'pinch', 'pinch', '']",30,,,0.0,0,,2,5.0,1,"['bowl', 'whisk', 'pot']",31
Anika Tazmin,Community Member,0,,,,Easy,An easy soup to make for those cold winter nights! A family favourite that can be served with toasted tiger bread and croutons. Never fails to make you feel all warm and toasty inside and is really simple to make. ,Potato & Leek Soup,,,0,"['leeks', 'potatoes', 'red onion', 'butter', 'salt', 'pepper', 'garlic powder', 'vegetable stock cube', 'water']","['2.0', '5.0', '1.0', '2.0', '1.0', '0.0', '0.0', '0.0', '0.0']","['tbsp', 'capsule', '', '', '', '', '', '', '']",120,,,0.0,0,,5,14.0,3,,120
Lisa’s Seasonal Table,Community Member,20,,,,Medium,,Tomato Butter Bean Curry with Pork Skewers,,,0,"['canned diced tomato（500g）', 'Butter Beans(425g', ' 1 can)', 'vegetable broth', 'heavy cream', 'red curry paste', 'ground cumin', 'hot paprika powder', 'salt(for tasting)', 'hot paprika powder (for tasting)', 'pork tenderloin', 'salt (for marinating)', 'Grounded Mixed Pepper (for marinating)', 'olive oil (for coating)', 'Bamboo Skewers']","['1.0', '1.0', '100.0', '250.0', '2.0', '2.0', '2.0', '200.0', '0.5', '0.5', '8.0', '0.0', '0.0', '0.0']","['package', 'package', 'ml', 'ml', 'tbsp', 'tsp', 'tsp', 'g', 'tsp', 'tsp', 'strips', '', '', '']",15,,,0.0,0,,2,6.0,16,"['knife', 'spatula']",35
Sierra Long,Community Member,0,,,,Easy,"This savory pot roast is tender and delicious. A definite crowd pleaser for it’s full on flavor. It can be nicely paired with your favorite side of veggies or even a hearty Mac and cheese. Anytime you can put a meal in the crockpot and allow the pot to do all the hard work for you, you automatically know it’s a good day and meal ahead of you!",Savory & Simple Pot Roast,,,0,"['Chuck Roast', 'Beef broth', 'All purpose seasoning', 'garlic powder', 'onion powder', 'Nature’s Blend', 'Lawry’s seasoning salt ', 'Black pepper ', 'Yellow onion', 'green bell pepper', 'Russet potatoes ', 'Cold water', 'Cornstarch ', 'Minced Garlic', 'extra-virgin olive oil (for coating)', 'Steak seasoning']","['2.5', '2.0', '2.0', '2.0', '2.0', '2.0', '2.0', '2.0', '1.0', '1.0', '4.0', '2.0', '2.0', '2.0', '2.0', '0.0']","['lbs', 'cups', 'dashes', 'dashes', 'dashes', 'dashes', 'dashes', 'dashes', 'tbsp', 'tbsp', 'tsp', 'dashes', '', '', '', '']",375,,,5.0,0,1.0,8,7.0,6,"['paring knife', 'Griddle or large skillet']",375
Hannah,Community Member,150,,,,Medium,This is one of the dish that’s easy to prepare and tastes great for a friend/family gathering for a special occasion,Roast Duck (Beijing Style),,,0,"['whole duck', 'garlic', 'soy sauce', 'sesame seeds', 'honey', 'maple syrup', 'onions', 'ginger', 'ice cubes']","['1', '5', '60', '10', '30', '30', '3', '1', '15']","['ml', 'g', 'ml', 'ml', '', '', '', '', '']",30,,,0.0,30,,2,5.0,13,['Brush'],210
Hannah,Community Member,25,,,,Easy,"A two step easy baking of langoustines, the texture is soft and juicy and very garlicky. Bon appétit! ",Cheesy & Garlicky Langoustines,,,0,"['garlic', 'spring onion & black pepper cream cheese', 'Langoustines', 'cheese']","['6.0', '20.0', '500.0', '0.0']","['cloves', 'g', 'g', '']",10,,,0.0,0,,2,2.0,4,,35
Michal,Community Member,0,,,,Easy,,Tomato bean burrito,,,0,"['tortillas', 'shallot', 'tomatoes', 'bacon', 'Gouda cheese', 'canned bean in tomato sauce', 'sour cream', 'salad']","['2', '1', '2', '45', '50', '1', '6', '4']","['g', 'g', 'package', 'tsp', 'leaves', '', '', '']",25,,,0.0,0,,2,5.0,2,,25
nik.cooks,Community Member,0,,,,Easy,"This is one of my favourite cocktails I‘ve ever tried. It’s also known as „liquid cocaine and rightly so, because this cocktail is a real pick-me-up!",Espresso Martini,,,0,"['Vodka or Gin', 'Kahlúa', 'White sugar syrup', 'freshly brewed espresso', 'ice cubes']","['4.0', '1.0', '1.0', '1.0', '0.0']","['cl', 'cl', 'cl', '', '']",5,,,0.0,0,,1,3.0,5,"['cocktail shaker', 'martini glass']",5
Stephanie Schleigh,Community Member,30,,,,Easy,"This is an Instant Pot recipe I created born out of a desire to spice up a plain Goulash recipe. I blended the basics with a recipe for tacos and made a Mexican/Hungarian Frankenstein. A delicious, easy and quick meal that’s great for family weeknights and meal prepping alike!",Taco Casserole,,,0,"['White onion', ' diced', 'Canned', ' diced tomato', 'Canned', ' diced green chilies', 'Roasted red bell pepper', 'Chicken broth', 'Garlic', ' minced', 'chili powder', 'ground cumin', 'dried oregano', 'salt', 'Ground', ' black pepper', 'Ground beef', ' frozen', 'Wide egg noodles', ' uncooked', 'shredded Mexican cheese blend']","['1.0', '28.0', '4.0', '1.75', '2.0', '1.0', '3.0', '2.0', '1.0', '0.5', '0.25', '16.0', '12.0', '0.0']","['oz', 'oz', 'cups', 'tsp', 'tbsp', 'tsp', 'tsp', 'tsp', 'tsp', 'oz', 'oz', '', '', '']",10,,,0.0,4,,6,18.0,15,"['2 wooden spoons', 'spatula']",44
Kerstin Kraus,Community Member,30,,,,Easy,,Brioche bread,,,0,"['flour', 'milk', 'egg yolk', 'active dry yeast', 'butter', 'sugar', 'vanilla sugar', 'salt']","['500', '200', '1', '1', '100', '70', '1', '1']","['g', 'g', 'package', 'g', 'g', 'package', 'pinch', '']",30,,,0.0,120,,8,5.0,35,,180
Sofia Kratchanova,Community Member,150,,,,Easy,This Bulgarian style potato guyvetch is a staple in the Bulgarian cuisine. This is a traditional recipe for Bulgaria and the guyvetch is usually cooked in special hand made clay pots. We prepare this comfort food mainly during the winter. It’s a meal to enjoy with your whole family. And a tip from me: be aure to eat it warm and with a lot of fresh hot peppers. Enjoy 🇧🇬,Bulgarian style gyuvetch,,,0,"['pork neck', 'potato (peeled)', 'eggplants', 'carrots', 'red bell pepper', 'green bell pepper', 'green beans', 'okra', 'onions', 'tomato purée', 'summer savory', 'dried mint', 'sweet paprika powder', 'salt', 'sunflower oil']","['0.5', '0.75', '2.0', '4.0', '1.0', '1.0', '0.5', '0.3333333333333333', '2.0', '500.0', '2.0', '2.0', '4.0', '0.0', '0.0']","['kg', 'kg', 'bag', 'kg', 'heads', 'g', 'tsp', 'tsp', 'tsp', '', '', '', '', '', '']",30,,,0.0,0,,6,9.0,68,['knife'],180
Zuzanna,Community Member,25,,,,Easy,This is a great dish if you don’t have so much time or ingredients in your fridge! This is the first time I have made this and it turned out amazingly tasty!,Cauliflower mince pie,,,1,"['Beef mince', 'Cauliflower cheese', 'Italian grated parmesan cheese ', 'tomato purée', 'Frozen veg', 'salt', 'Gravy granules', 'water (hot)', 'onion', 'garlic powder', 'parsley']","['250', '500', '1', '2', '100', '1', '3', '500', '0.5', '1', '1']","['g', 'g', 'tbsp', 'tbsp', 'g', 'pinch', 'tbsp', 'ml', 'pinch', 'pinch', '']",15,,,5.0,3,1.0,2,7.0,16,"['pot', 'colander', '2 cooking spoons', 'microwave-safe bowl', 'microwave', 'Cling film', 'heatproof bowl', 'frying pan', 'wooden spoon', 'ovenproof pot']",43
Shahzad Arif,Community Member,10,,,,Easy,,Huli Huli Chicken,,,0,"['chicken thigh skinless and boneless', 'pineapple pieces', 'pineapple juice', 'soy sauce', 'plain sugar or Truvia sugar', 'ketchup', 'garlic powder', 'ground ginger', 'spring onions']","['500', '225', '60', '60', '50', '2', '1', '1', '25']","['g', 'g', 'ml', 'ml', 'g', 'tbsp', 'tbsp', 'tbsp', 'g']",40,,,0.0,0,,4,10.0,6,"['fork', 'bowl', 'Ziploc bag', 'liquid measuring cup', 'can opener', 'microwave-safe bowl', 'refrigerator', 'airfryer', 'microwave', 'meat thermometer', 'serving tray']",50
